Date,Open,High,Low,Close,Adj Close,Volume
2021-01-04,107.230003,113.629997,103.260002,111.730003,111.730003,22439600
2021-01-05,113.820000,114.980003,107.199997,109.180000,109.180000,15450800
2021-01-06,111.110001,116.930000,110.279999,116.260002,116.260002,21590900
2021-01-07,120.099998,122.820000,112.129997,115.089996,115.089996,20614100
2021-01-08,116.519997,117.709999,111.489998,112.750000,112.750000,12376900
2021-01-11,112.750000,121.239998,112.620003,117.260002,117.260002,16650600
2021-01-12,117.930000,124.910004,117.120003,124.550003,124.550003,15276200
2021-01-13,123.699997,127.580002,120.739998,124.059998,124.059998,14324600
2021-01-14,122.800003,130.979996,122.800003,129.720001,129.720001,13346700
2021-01-15,129.600006,133.289993,126.580002,129.649994,129.649994,15769500
2021-01-19,122.099998,126.360001,120.500000,125.010002,125.010002,16528900
2021-01-20,124.510002,126.010002,122.250000,125.139999,125.139999,8001600
2021-01-21,125.279999,137.000000,125.250000,132.979996,132.979996,20880800
2021-01-22,132.500000,135.869995,128.899994,131.020004,131.020004,10067200
2021-01-25,138.399994,147.429993,137.250000,147.000000,147.000000,26970900
2021-01-26,145.149994,154.550003,145.000000,151.929993,151.929993,16964700
2021-01-27,151.199997,164.550003,149.000000,155.729996,155.729996,20262900
2021-01-28,154.104996,168.000000,153.619995,159.550003,159.550003,16497400
2021-01-29,174.990005,185.979996,166.199997,173.160004,173.160004,39687300
2021-02-01,173.029999,174.500000,154.300003,157.479996,157.479996,22056500
2021-02-02,158.520004,159.054001,147.100006,158.580002,158.580002,14923900
2021-02-03,156.600006,168.389999,156.399994,165.860001,165.860001,11355900
2021-02-04,166.419998,173.729996,164.250000,173.309998,173.309998,10618300
2021-02-05,170.990005,177.500000,170.259995,176.240005,176.240005,8990000
2021-02-08,177.000000,189.259995,176.809998,185.979996,185.979996,12927400
2021-02-09,186.210007,187.000000,177.270004,179.520004,179.520004,8403100
2021-02-10,182.740005,185.220001,176.369995,179.339996,179.339996,7067500
2021-02-11,178.289993,184.220001,176.199997,183.440002,183.440002,5464100
2021-02-12,184.889999,185.000000,177.580002,183.740005,183.740005,5705500
2021-02-16,182.410004,184.179993,173.509003,178.529999,178.529999,6917500
